
IMDB_TITLE_ID  ,TITLE                                                                                                                                                                                                                                                                                                                                                                                                           ,      YEAR,GENRE                                                                                                                                                                                                   ,NUM_RECOMMENDATIONS,DOMESTIC_GROSS,FOREIGN_GROSS,TOTAL_REVENUE,FOREIGN_SHARE
---------------,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,----------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,-------------------,--------------,-------------,-------------,-------------
tt3783958      ,la la land                                                                                                                                                                                                                                                                                                                                                                                                      ,      2016,Comedy, Drama, Music                                                                                                                                                                                    ,                170,     151101803,    275249360,    426351163,   .645593079
tt1179933      ,10 cloverfield lane                                                                                                                                                                                                                                                                                                                                                                                             ,      2016,Action, Drama, Horror                                                                                                                                                                                   ,                167,      72082999,     36203423,    108286422,   .334330217
tt1922777      ,sinister                                                                                                                                                                                                                                                                                                                                                                                                        ,      2012,Horror, Mystery, Thriller                                                                                                                                                                               ,                162,      48086903,     39640904,     87727807,   .451862475
tt1431045      ,deadpool                                                                                                                                                                                                                                                                                                                                                                                                        ,      2016,Action, Adventure, Comedy                                                                                                                                                                               ,                158,     363070709,    437954884,    801025593,   .546742686
tt1371111      ,cloud atlas                                                                                                                                                                                                                                                                                                                                                                                                     ,      2012,Action, Drama, Mystery                                                                                                                                                                                  ,                148,      27108272,    103564882,    130673154,   .792549034
tt0945513      ,source code                                                                                                                                                                                                                                                                                                                                                                                                     ,      2011,Action, Drama, Mystery                                                                                                                                                                                  ,                143,      54712227,     85716272,    140428499,   .610390858
tt1605783      ,midnight in paris                                                                                                                                                                                                                                                                                                                                                                                               ,      2011,Comedy, Fantasy, Romance                                                                                                                                                                                ,                134,      56816662,    105686112,    162502774,   .650364972
tt2096673      ,inside out                                                                                                                                                                                                                                                                                                                                                                                                      ,      2015,Animation, Adventure, Comedy                                                                                                                                                                            ,                125,     356461711,    497774281,    854235992,    .58271284
tt1675192      ,take shelter                                                                                                                                                                                                                                                                                                                                                                                                    ,      2011,Drama, Horror, Thriller                                                                                                                                                                                 ,                124,       1728953,      3243063,      4972016,   .652263187
tt0831387      ,godzilla                                                                                                                                                                                                                                                                                                                                                                                                        ,      2014,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                123,     200676069,    328400000,    529076069,   .620704695
tt1219827      ,ghost in the shell                                                                                                                                                                                                                                                                                                                                                                                              ,      2017,Action, Crime, Drama                                                                                                                                                                                    ,                114,      40563557,    127347133,    167910690,   .758421831
tt0944835      ,salt                                                                                                                                                                                                                                                                                                                                                                                                            ,      2010,Action, Mystery, Thriller                                                                                                                                                                               ,                114,     118311368,    172339126,    290650494,   .592942828
tt1250777      ,kickass                                                                                                                                                                                                                                                                                                                                                                                                         ,      2010,Action, Comedy, Crime                                                                                                                                                                                   ,                111,      48071303,     49459831,     97531134,   .507118383
tt1483013      ,oblivion                                                                                                                                                                                                                                                                                                                                                                                                        ,      2013,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                108,      89107235,    198809398,    287916633,   .690510291
tt5247022      ,paterson                                                                                                                                                                                                                                                                                                                                                                                                        ,      2016,Comedy, Drama, Romance                                                                                                                                                                                  ,                101,       2141423,      8586113,     10727536,   .800380721
tt1663662      ,pacific rim                                                                                                                                                                                                                                                                                                                                                                                                     ,      2013,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 96,     101802906,    309200000,    411002906,   .752306116
tt1677720      ,ready player one                                                                                                                                                                                                                                                                                                                                                                                                ,      2018,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 95,     137690172,    441599964,    579290136,   .762312245
tt1396484      ,it                                                                                                                                                                                                                                                                                                                                                                                                              ,      2017,Horror                                                                                                                                                                                                  ,                 92,     327481748,    369976221,    697457969,   .530463824
tt1650062      ,super 8                                                                                                                                                                                                                                                                                                                                                                                                         ,      2011,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 91,     127004179,    130968566,    257972745,   .507683732
tt1291584      ,warrior                                                                                                                                                                                                                                                                                                                                                                                                         ,      2011,Action, Drama, Sport                                                                                                                                                                                    ,                 88,      13657115,     10558270,     24215385,   .436014955
tt1232829      ,21 jump street                                                                                                                                                                                                                                                                                                                                                                                                  ,      2012,Action, Comedy, Crime                                                                                                                                                                                   ,                 87,     138447667,     64364762,    202812429,   .317361033
tt1637725      ,ted                                                                                                                                                                                                                                                                                                                                                                                                             ,      2012,Comedy                                                                                                                                                                                                  ,                 85,     218665740,    337350887,    556016627,   .606728056
tt3099498      ,tusk                                                                                                                                                                                                                                                                                                                                                                                                            ,      2014,Comedy, Drama, Horror                                                                                                                                                                                   ,                 84,       1821983,        65571,      1887554,   .034738609
tt2401878      ,anomalisa                                                                                                                                                                                                                                                                                                                                                                                                       ,      2015,Animation, Comedy, Drama                                                                                                                                                                                ,                 83,       3759286,      1946882,      5706168,   .341189043
tt7153766      ,unsane                                                                                                                                                                                                                                                                                                                                                                                                          ,      2018,Drama, Horror, Mystery                                                                                                                                                                                  ,                 83,       7690044,      6554887,     14244931,   .460155756
tt2713180      ,fury                                                                                                                                                                                                                                                                                                                                                                                                            ,      2014,Action, Drama, War                                                                                                                                                                                      ,                 80,      85817906,    124497775,    210315681,   .591956693
tt4695012      ,it comes at night                                                                                                                                                                                                                                                                                                                                                                                               ,      2017,Horror, Mystery                                                                                                                                                                                         ,                 76,      13985117,      5735086,     19720203,   .290822868
tt2554274      ,crimson peak                                                                                                                                                                                                                                                                                                                                                                                                    ,      2015,Drama, Fantasy, Horror                                                                                                                                                                                  ,                 75,      31090320,     43876534,     74966854,   .585279115
tt0978764      ,sucker punch                                                                                                                                                                                                                                                                                                                                                                                                    ,      2011,Action, Adventure, Fantasy                                                                                                                                                                              ,                 75,      36392502,     53365887,     89758389,    .59455041
tt2737304      ,bird box                                                                                                                                                                                                                                                                                                                                                                                                        ,      2018,Drama, Horror, Sci-Fi                                                                                                                                                                                   ,                 74,             0,            0,            0,
tt1911644      ,the call                                                                                                                                                                                                                                                                                                                                                                                                        ,      2013,Crime, Drama, Horror                                                                                                                                                                                    ,                 74,      51872378,     17949098,     69821476,   .257071306
tt0955308      ,robin hood                                                                                                                                                                                                                                                                                                                                                                                                      ,      2010,Action, Adventure, Drama                                                                                                                                                                                ,                 73,     105487148,    216971858,    322459006,   .672866485
tt0816711      ,world war z                                                                                                                                                                                                                                                                                                                                                                                                     ,      2013,Action, Adventure, Horror                                                                                                                                                                               ,                 70,     202359711,    329154939,    531514650,   .619277265
tt1001526      ,megamind                                                                                                                                                                                                                                                                                                                                                                                                        ,      2010,Animation, Action, Comedy                                                                                                                                                                               ,                 69,     148415853,    173471355,    321887208,   .538919692
tt3882082      ,the boy                                                                                                                                                                                                                                                                                                                                                                                                         ,      2016,Horror, Mystery, Thriller                                                                                                                                                                               ,                 69,      35819556,     32401396,     68220952,   .474947872
tt1535108      ,elysium                                                                                                                                                                                                                                                                                                                                                                                                         ,      2013,Action, Drama, Sci-Fi                                                                                                                                                                                   ,                 68,      93050117,    193141974,    286192091,   .674868314
tt0993842      ,hanna                                                                                                                                                                                                                                                                                                                                                                                                           ,      2011,Action, Drama, Thriller                                                                                                                                                                                 ,                 68,      40259119,     25084575,     65343694,   .383886699
tt2140479      ,the accountant                                                                                                                                                                                                                                                                                                                                                                                                  ,      2016,Action, Crime, Drama                                                                                                                                                                                    ,                 68,      86260045,     66702038,    152962083,   .436069101
tt1862079      ,safety not guaranteed                                                                                                                                                                                                                                                                                                                                                                                           ,      2012,Comedy, Drama, Romance                                                                                                                                                                                  ,                 67,       4010957,       411361,      4422318,   .093019317
tt1588173      ,warm bodies                                                                                                                                                                                                                                                                                                                                                                                                     ,      2013,Comedy, Horror, Romance                                                                                                                                                                                 ,                 63,      66380662,     48740946,    115121608,   .423386598
tt1637688      ,in time                                                                                                                                                                                                                                                                                                                                                                                                         ,      2011,Action, Sci-Fi, Thriller                                                                                                                                                                                ,                 61,      37553932,    127550020,    165103952,   .772543712
tt1979320      ,rush                                                                                                                                                                                                                                                                                                                                                                                                            ,      2013,Action, Biography, Drama                                                                                                                                                                                ,                 61,      26947624,     71283215,     98230839,   .725670428
tt1656190      ,safe                                                                                                                                                                                                                                                                                                                                                                                                            ,      2012,Action, Crime, Thriller                                                                                                                                                                                 ,                 61,      17142080,     24353133,     41495213,   .586890179
tt4218696      ,the wall                                                                                                                                                                                                                                                                                                                                                                                                        ,      2017,Action, Drama, Thriller                                                                                                                                                                                 ,                 60,       1803064,      2692198,      4495262,   .598896794
tt1038686      ,legion                                                                                                                                                                                                                                                                                                                                                                                                          ,      2010,Action, Fantasy, Horror                                                                                                                                                                                 ,                 59,      40168080,     27479494,     67647574,   .406215513
tt3504048      ,housebound                                                                                                                                                                                                                                                                                                                                                                                                      ,      2014,Comedy, Horror, Mystery                                                                                                                                                                                 ,                 58,             0,       236863,       236863,            1
tt1092026      ,paul                                                                                                                                                                                                                                                                                                                                                                                                            ,      2011,Adventure, Comedy, Sci-Fi                                                                                                                                                                               ,                 58,      37412945,     63749161,    101162106,   .630168385
tt1692486      ,carnage                                                                                                                                                                                                                                                                                                                                                                                                         ,      2011,Comedy, Drama                                                                                                                                                                                           ,                 57,       2546747,     35565407,     38112154,   .933177563
tt0401729      ,john carter                                                                                                                                                                                                                                                                                                                                                                                                     ,      2012,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 57,      73058679,    209719421,    282778100,   .741639544
tt1314655      ,devil                                                                                                                                                                                                                                                                                                                                                                                                           ,      2010,Horror, Mystery, Thriller                                                                                                                                                                               ,                 56,      33679655,     29674459,     63354114,   .468390403
